ID,Class,PC1,PC2,PC3,PC4,PC5
858,Medium,0.787723,0.851072,0.712411,0.953982,0.352637
859,Medium,-0.434761,0.384225,0.595336,-0.009144,1.576451
860,Low,1.149162,0.077490,0.373093,0.184867,-1.978708
861,Medium,-0.277682,-0.450352,0.141921,-0.420085,1.636852
862,Low,-0.023414,-1.877872,-1.005011,-1.946057,1.287997
863,Medium,-0.446844,0.255783,0.399882,-0.075769,-0.007508
864,Medium,0.537132,0.057549,-0.003926,1.151191,0.979785
865,High,-1.873163,1.060449,1.104312,1.175176,1.424039
866,Low,-0.695333,-0.126023,-0.464286,-0.889656,-0.346202
867,Medium,-0.168410,-1.008692,-1.034776,-0.780391,-1.576791
868,High,-2.570824,1.145490,1.355328,1.498172,0.746086
869,Medium,-0.001875,0.396541,0.236176,1.932565,0.077165
870,Low,0.175693,-1.622748,-0.954411,-0.734554,-1.576226
871,Low,-0.956956,-0.952389,-1.026839,-1.587882,1.131633
872,Low,-0.160530,0.544923,-0.661725,-0.735620,1.394686
873,Low,0.765133,-0.913680,0.536799,-0.098688,-1.843795
874,High,-2.333367,1.149595,1.182693,1.472056,1.347268
875,Low,0.975797,-0.601081,0.341344,-0.069906,-1.371316
876,High,0.892267,0.983619,1.118202,0.842586,-0.135647
877,Medium,-0.001875,0.673365,0.113148,1.138932,0.473438
878,Medium,-0.059663,0.326162,0.668756,-0.026200,1.352349
879,Low,0.380053,0.548442,-1.286784,0.121440,0.868016
880,Low,0.773538,-0.374108,-0.193428,-0.783589,1.001800
881,Low,0.150476,0.124409,-0.998066,0.003648,-1.984353
882,Low,-0.187322,-0.072066,-0.562510,-0.699909,0.120631
883,Medium,-0.133737,0.951948,0.405834,0.670960,-0.002428
884,Medium,-0.077525,1.167777,1.268018,1.057917,-0.158791
885,Low,0.961613,0.595948,-1.006996,-0.492573,-1.631546
886,Low,0.595971,-0.833918,-0.895874,-1.256358,0.663106
887,High,0.461482,1.130241,0.279831,0.148623,1.345575
888,Medium,-1.730793,0.384225,-0.003926,1.386776,-1.283820
889,Medium,-0.001875,0.486274,0.128031,0.400731,-0.010331
890,Low,0.117379,-0.914267,-0.763917,-1.200926,0.550208
891,Medium,0.857069,1.142558,0.653873,-0.712701,0.276431
892,Medium,1.265789,-0.116052,0.566564,0.619260,-0.954158
893,Low,0.293896,-0.606359,-0.003926,-0.917905,-1.722429
894,Low,0.722580,0.093911,0.487191,-0.237800,-1.577355
895,Medium,0.672672,0.503282,-0.003926,1.173577,1.103409
896,Low,0.472514,-2.520666,-0.790706,-0.842752,-1.051250
897,Medium,0.162559,1.016462,0.282807,-0.049119,1.892001
898,Low,0.290219,0.840515,0.344321,0.756773,-0.613206
899,Medium,0.211417,0.903269,0.478262,0.977967,-0.814729
900,Low,0.151002,0.314432,0.247090,-0.026200,0.672138
901,Low,1.003641,-0.685535,-2.085469,-1.122043,-0.585546
902,Low,0.730460,-0.847407,0.131007,-0.143460,-1.602193
903,Medium,-0.001875,0.441701,0.393929,1.207689,0.803664
904,High,-2.083827,1.130828,1.013034,1.168780,0.725765
905,Low,0.540284,-1.718346,-0.018808,-0.388638,-0.542645
906,Low,0.589141,-0.041568,-0.003926,-0.210084,0.306913
907,Medium,0.527676,-0.234524,0.888022,-0.076835,1.061636
908,Medium,0.054863,1.220561,1.114234,1.041927,-0.095004
909,Medium,0.218246,1.234050,1.054704,1.030734,0.623027
910,Low,0.175693,-2.375216,-0.401780,-1.134302,-1.413653
911,Medium,0.478818,0.346103,0.705466,-0.031530,1.585483
912,Low,1.057226,0.710900,-0.684545,0.513193,-1.147214
913,Low,0.701566,-0.479090,-0.374992,-0.025667,-1.717349
914,Medium,0.338551,0.069279,1.165826,0.859109,-0.430876
915,Medium,-0.791472,1.020567,1.238253,1.134668,0.607222
916,Medium,1.127623,1.049306,0.478262,0.760504,-1.090200
917,Medium,0.767234,0.397127,0.463380,-0.195160,0.345298
918,High,-2.797774,0.873358,1.201544,1.267385,0.996156
919,High,-1.591576,1.297978,1.092406,1.329745,0.718426
920,Medium,-1.372506,0.999454,0.982277,1.231674,0.465535
921,Low,-0.001875,0.865147,-2.546822,0.051618,0.688508
922,Low,-0.405867,-0.257397,-0.274785,-0.947753,-0.160485
923,Low,-0.143193,0.794182,0.343329,0.394335,-2.346755
924,Low,0.600699,0.739638,-1.363180,0.124105,0.614560
925,Medium,0.073250,1.025259,1.201544,1.203425,0.177080
926,Low,0.837106,-1.047987,0.419725,0.065475,-2.691094
927,Low,1.091374,0.818815,0.361187,0.439640,-0.931014
928,Medium,0.372173,0.142590,0.873140,0.614996,0.957206
929,Low,0.621713,-0.557094,-1.903905,-2.277048,-0.848034
930,Low,-0.008704,-1.697819,-0.874047,-0.722295,-1.299626
931,Medium,0.094789,0.573075,0.960450,0.393802,1.520567
932,Low,0.987880,-0.151828,-0.389875,-0.924834,-0.565789
933,Low,0.798230,-1.606326,-0.746059,-1.318719,-0.507082
934,Medium,0.951631,0.743157,0.558627,0.166745,-0.489018
935,Medium,0.156780,-0.303730,-0.164655,-0.284171,1.606934
936,Low,-0.001875,0.316778,-0.296612,-0.306557,0.346427
937,Low,1.115540,0.626445,0.145890,0.026567,-0.229917
938,High,-3.062024,1.346657,1.129116,1.211953,0.952125
939,Medium,0.288117,0.466333,-0.568463,-0.425948,1.420652
940,Medium,0.813465,0.665154,0.236176,-0.126404,1.396379
941,Low,0.618561,0.190683,0.508027,0.115577,1.161551
942,Low,1.028332,0.441114,0.224270,-0.172241,1.530163
943,Medium,-0.001875,0.946083,1.045775,0.872434,-0.142986
944,High,-2.132684,1.078630,1.098359,1.278045,1.133327
945,Medium,0.810838,0.217661,0.080407,0.495604,0.508436
946,Low,1.032535,-0.452698,0.481238,-0.296430,0.746086
947,Medium,-0.082778,0.977754,1.304728,0.995023,-0.131131
948,Medium,-0.975344,1.246367,1.268018,1.160785,0.386506
949,Low,-0.538254,-1.137720,0.186568,0.190197,-1.442442
950,Low,0.162034,-2.193990,-0.325384,-1.096992,-1.510745
951,High,-1.349391,0.444047,1.129116,1.303095,0.665929
952,Low,0.655335,-1.727730,-0.895874,-0.909910,-0.706911
953,Medium,0.580211,0.619408,-0.003926,-0.465923,-1.472925
954,Low,0.146273,-1.700751,-0.325384,-0.457928,-0.542080
955,Medium,0.493528,0.100363,1.077524,1.005683,0.448600
956,Low,1.194342,-0.894913,-0.421624,-0.440339,0.416424
957,Medium,0.256071,0.376600,0.250066,0.853246,-0.188709
958,Low,0.999963,-0.714860,0.521917,-0.083231,-0.978431
959,High,-1.854250,1.258096,1.143006,1.442208,1.508713
960,Medium,-0.497803,0.946083,1.487285,1.049922,0.476825
961,Medium,-0.383277,0.977754,0.814603,1.455000,0.400618
962,Low,0.364818,-0.622194,0.777893,0.832992,-3.422674
963,Medium,0.295998,1.003559,1.089430,0.983297,-0.074118
964,Low,0.439417,-2.405127,-1.165741,-1.842122,-0.660623
965,Low,1.128148,-1.028046,-2.339461,-1.314988,-0.000170
966,Low,0.615409,0.290386,0.440560,0.683219,-0.719895
967,Low,0.323841,-0.293759,-0.709349,0.127836,0.077730
968,Low,1.132351,-0.619848,0.209388,0.437508,-0.747555
969,Low,0.656911,-1.581107,-1.462395,-1.083667,0.208127
970,Low,0.890166,0.288040,0.270901,0.121440,-1.201969
971,High,-2.492022,1.314986,0.922748,1.011013,1.450570
972,Low,0.349583,-0.341851,-1.830485,-2.247200,-0.255884
973,Low,1.249503,-0.364725,0.521917,-0.040591,-1.572839
974,Medium,-3.790156,0.454017,1.296791,1.621828,-1.206485
975,Low,0.262375,-1.131855,-0.383922,-1.449303,-1.711704
976,Low,-0.144769,-4.076040,-1.921763,-2.347937,-0.441037
977,Low,0.672146,-0.583486,-1.367148,-0.746280,1.048653
978,High,-2.071219,1.087427,1.154912,1.333476,0.917127
979,Low,1.057226,-0.211064,-1.176654,-0.768132,1.035670
980,Medium,-0.001875,0.624686,0.200458,1.242867,0.810438
981,Low,-0.982173,-1.552956,-0.749035,-1.671030,-0.281286
982,High,0.593344,1.000627,0.766979,1.039795,0.208692
983,Low,1.099779,1.161325,0.419725,0.571290,-0.732878
984,Low,0.602275,-1.660870,-1.866203,-1.876767,-0.317978
985,High,-1.737098,1.147836,0.966403,1.138932,0.734232
986,High,-0.184170,1.066314,0.867187,1.201826,0.956077
987,Medium,0.342753,0.672192,0.543744,0.432711,-0.818680
988,Low,-0.247212,0.381292,-0.807572,-1.230774,0.420376
989,Medium,0.328044,0.142004,-0.124969,-0.669528,1.628385
990,Low,-1.820103,0.175434,-0.003926,1.389974,-1.125199
991,Medium,-0.285037,0.556653,0.244113,0.350629,0.890596
992,Low,0.072725,-1.621575,-1.512995,-0.829960,0.384813
993,Low,0.338025,-0.419855,-1.158796,-1.270749,0.331186
994,High,-2.521442,1.008251,0.937630,1.013678,1.278401
995,Low,0.914857,0.137898,-1.603281,-1.059682,0.774311
996,Low,0.100043,0.062827,0.416748,0.313852,-1.375832
997,Low,0.489851,-0.331295,-1.980301,-1.784558,-0.420150
998,Medium,0.470413,1.197688,0.529854,0.977434,-0.253626
999,Medium,0.888590,0.129687,0.566564,0.896951,-0.238385
1000,Low,-1.447106,-0.327189,-1.749128,-2.174180,0.591981
1001,Low,0.041204,-1.095493,-1.357227,-0.743615,-0.517243
1002,Medium,-0.319710,0.923796,0.354242,1.443274,0.836969
1003,Low,0.771437,-0.644481,-0.498020,-1.237703,-1.100926
1004,Medium,0.152052,0.693305,0.065525,0.449767,0.450858
1005,Medium,-1.030505,1.219974,1.027916,1.300430,0.878742
1006,Medium,0.560773,1.129655,1.124155,0.970505,0.137001
1007,Medium,0.477242,0.724976,0.536799,0.525452,0.791246
1008,Low,-0.093810,0.389503,-0.880992,-0.801711,0.812696
1009,Low,-0.115350,-0.429825,-1.947560,-0.301227,0.701492
1010,Low,0.400542,-0.099044,-0.284706,-0.663665,1.165503
1011,Low,0.737289,-0.589351,-0.489090,-1.209454,-1.510181
1012,High,-0.855564,1.406479,0.993191,1.298831,1.287432
1013,Medium,0.415251,-0.265021,-0.062463,-0.327877,0.024103
1014,Low,-0.742615,0.794768,-0.199381,-0.808640,-0.063957
1015,Medium,0.850239,0.659875,0.458419,0.088394,1.260337
1016,Low,-1.359898,0.611783,-0.164655,-0.974402,0.022410
1017,Low,0.446247,-1.679051,-2.006097,-1.796284,-0.259835
1018,Low,-0.020787,-1.559994,-1.056603,-1.023438,-0.560144
1019,High,-3.065702,1.258096,1.033869,1.283374,1.431377
1020,Low,0.092688,-0.412817,-1.971371,-1.590014,0.913175
1021,Medium,0.401592,0.163704,-0.363086,-0.383308,1.631771
1022,Low,0.104246,-0.406365,-0.170608,0.132633,-1.245435
1023,Low,0.607529,-0.804006,-0.954411,-0.889656,0.973576
1024,Low,0.249767,-1.961153,-0.021785,-0.929631,-0.007508
1025,Medium,0.673722,-0.061509,0.810634,0.020171,1.332027
1026,Low,-0.001875,-0.518385,0.390952,-0.010743,-0.844083
1027,Low,-0.141617,0.062827,-2.412881,-2.079839,-0.843518
1028,Low,0.394238,-2.046781,-1.777901,-1.553238,-0.454020
1029,Medium,-1.763365,0.448152,1.018987,1.177841,0.674396
1030,High,-0.615481,-0.361206,0.285784,0.388472,0.666493
1031,Medium,-2.306049,0.914999,0.727293,1.592513,1.306625
1032,Medium,0.772488,-0.062095,0.264948,0.431112,0.720120
1033,Low,0.567602,0.237015,-0.097189,-0.349730,-0.600787
1034,Medium,0.668469,0.689786,0.384999,0.561163,0.647865
1035,Medium,0.996286,0.606505,-0.556557,0.629920,-0.793843
1036,Low,0.148900,0.022946,-0.248988,-0.561329,1.527905
1037,Low,-0.021838,-1.411025,-0.785745,-1.803746,0.328928
1038,High,-1.884195,0.995348,0.960450,1.173577,0.804229
1039,Low,0.877032,0.224112,-1.561611,-1.599075,0.774311
1040,Low,0.939023,-0.499031,-0.073377,-0.038459,0.861807
1041,Low,0.510339,0.499177,0.463380,-0.231937,0.570530
1042,Low,-1.999771,-0.060336,-0.003926,1.370253,-1.002140
1043,Medium,1.019401,0.204758,0.529854,0.819134,0.204740
1044,Low,0.333823,-0.294346,-0.275777,-0.667396,1.335414
1045,Medium,0.439417,-0.453285,0.633038,-0.115211,0.864065
1046,Medium,0.838156,1.185958,0.807658,0.861774,0.374087
1047,High,-2.924383,1.187717,0.838414,1.213552,0.372958
1048,Low,1.043042,0.414722,-0.132906,0.062277,-1.098668
1049,Medium,0.877032,1.080976,0.294713,0.008445,2.127394
1050,High,-2.557691,1.192996,1.001128,1.084566,1.378315
1051,Medium,-0.024990,0.468679,0.242129,0.374081,0.332315
1052,High,-1.838490,1.053997,0.901912,1.159719,1.014219
1053,Medium,0.209315,-0.448006,0.230223,-0.225541,0.792375
1054,Medium,0.205638,-0.105496,0.036752,-0.343334,1.427990
1055,Low,0.069047,-2.022735,-0.369039,-0.510695,-1.014559
1056,Low,-0.893915,-0.963532,0.266933,-0.322547,1.518873
1057,Low,0.362717,-0.364138,-1.257019,-1.152957,0.253286
1058,Low,-0.538254,-1.372903,-1.202450,-1.148160,-0.794972
1059,Medium,0.750423,0.646973,1.088438,0.901215,-0.067344
1060,Medium,-2.151597,0.016495,-0.003926,1.170912,-0.592320
1061,Low,-0.453148,0.064000,-0.801619,-0.753209,-1.160761
1062,Medium,0.165186,0.270445,0.632046,-0.033129,1.483875
1063,High,-2.505681,0.776587,1.130108,1.152790,1.044702
1064,Medium,-0.188373,0.741398,0.162756,0.230172,0.628108
1065,Low,-1.016321,-2.328297,0.131007,0.064409,-1.711704
1066,Low,0.255020,-1.637997,-1.198482,-0.879529,-0.641995
1067,Low,0.227177,-2.338854,-1.498113,0.003648,-0.567482
1068,Low,0.868626,-1.445041,0.818571,0.018039,-0.824325
1069,High,-0.512512,0.949016,0.796744,1.206623,0.545692
1070,Medium,0.505611,0.324402,-1.050651,-0.266049,1.039057
1071,Medium,-1.531687,0.776587,1.179716,1.212486,0.708830
1072,Medium,0.592294,0.071625,1.253136,1.006216,0.164097
1073,Medium,-0.352281,0.076903,0.697528,0.289334,-0.750377
1074,Low,0.659013,0.151388,-0.106118,-0.772396,0.637704
1075,Low,0.673197,-0.005206,-2.283900,0.105450,0.572223
1076,High,-3.155536,1.386538,0.873140,1.248730,1.381138
1077,Medium,-1.190736,0.540231,1.165826,1.330278,0.575610
1078,Medium,1.087696,-0.061509,-0.188467,-0.188764,-1.011172
1079,Low,-0.001875,-2.148831,-1.635030,-0.872067,-0.478857
1080,Medium,0.441519,0.207104,1.018987,0.739717,-0.154840
1081,Low,0.537132,-0.124850,-0.302565,-0.722828,0.993898
1082,Medium,0.038577,-0.109014,-0.085283,0.414589,0.745522
1083,Medium,-0.525121,0.829958,0.361187,-0.320415,0.953254
1084,Medium,0.939548,0.959572,0.577477,0.713600,-0.326445
1085,Medium,0.323841,0.139071,0.996167,0.835657,-0.392490
1086,Low,0.365869,-0.585832,-1.015925,-0.247927,-0.002992
1087,Medium,0.955309,0.735533,0.536799,0.141694,1.624433
1088,Medium,-0.090133,0.641108,-0.000949,0.100653,1.175663
1089,Medium,-0.386429,1.074525,1.187653,1.062714,-0.737958
1090,Medium,0.178320,0.842274,1.249167,1.047257,-0.165001
1091,Low,1.005742,0.632310,-0.266847,-0.924834,-1.312609
1092,Low,0.892267,-1.238596,-1.603281,-0.721229,-0.008073
1093,Low,-0.001875,-0.173528,-0.800627,-1.865574,-2.739076
1094,Low,0.367970,-0.911334,0.486199,-0.097622,-1.162455
1095,Low,1.201171,-0.722484,-2.389069,-1.756843,-0.784811
1096,Low,0.239785,0.520877,-0.965325,0.003648,-1.855084
1097,Medium,0.570229,0.790663,0.583430,0.038293,1.271627
1098,Low,-0.908099,-0.783479,0.010956,0.010577,-2.553923
1099,Medium,0.915908,0.486861,0.463380,-0.159449,0.632059
1100,Low,0.311233,-1.176428,-0.281730,-1.375216,-1.099797
1101,Low,0.581261,-0.376454,-1.146890,-0.942956,1.212920
1102,Medium,0.690008,0.635243,0.770948,0.868703,1.810715
1103,Low,0.753050,-1.126577,-1.140937,-0.832092,0.072085
1104,High,-0.001875,0.384225,0.261972,1.391573,0.642785
1105,High,-0.207285,0.843447,0.138945,0.233370,0.693589
1106,Low,0.562874,0.454604,-1.126054,-0.138130,0.417553
1107,Medium,1.006267,1.042854,0.625101,0.886824,-0.047022
1108,Medium,-3.278993,0.892712,1.545822,0.003648,0.139259
1109,Medium,0.721529,0.608851,0.193513,-0.753209,-0.118148
1110,Low,-0.001875,-0.531288,0.326462,-0.606634,0.047812
1111,Low,1.066157,0.404752,0.091321,-0.012875,-1.199711
1112,Low,0.601750,-0.467361,0.484215,0.372482,-1.908711
1113,Low,0.754101,-0.618675,-0.235098,-0.136531,-1.869761
1114,Medium,-0.001875,0.263407,0.975332,1.186369,-0.091053
1115,Low,0.604377,-0.703130,-0.705380,-0.851280,-1.338576
1116,Low,-0.001875,-0.193469,0.515964,-0.188764,0.551902
1117,Low,0.359565,-1.181707,-1.487199,-2.136337,-1.078346
1118,Medium,1.322001,0.936699,0.405834,0.388472,-0.404909
1119,Medium,0.395814,0.731427,0.543744,0.426315,0.256109
1120,Low,0.473565,0.458709,-2.488285,-1.541512,0.450293
1121,Low,0.708921,-0.482023,1.055697,0.750377,-1.316561
1122,Low,0.120531,-0.084968,0.486199,0.208319,-1.267450
1123,Low,-2.537202,-2.730043,-1.275870,-1.892224,-0.193225
1124,Medium,-0.384853,0.857523,1.340445,1.051521,0.018458
1125,Medium,-0.046004,0.725562,-0.003926,1.200760,0.897370
1126,High,-0.001875,0.212969,0.332415,1.540812,0.814954
1127,Low,0.241361,0.314432,0.273878,-0.139196,0.048941
1128,Medium,-1.859504,1.201207,1.062642,1.546675,0.919949
1129,Low,0.883861,0.698584,0.511003,0.084663,1.497423
1130,Low,0.577584,-0.351822,0.653873,0.630986,-0.795536
1131,Low,0.204587,-0.593456,0.463380,0.361289,-1.139311
1132,Low,0.844986,0.739052,-0.021785,-0.811305,-0.341122
1133,Low,0.814516,-0.842128,0.832462,0.085196,-0.858759
1134,High,0.417353,0.904442,0.773924,0.239233,1.666770
1135,Low,0.642202,0.829371,-1.755081,-1.067144,0.046119
1136,Low,0.870728,-0.737146,0.376070,-0.038992,-1.211001
1137,Low,0.646404,-1.375249,-1.041721,-1.800548,0.206998
1138,Medium,-0.318659,0.641694,1.541853,1.078171,-0.031781
1139,Low,0.357463,-0.874385,-1.664795,-1.101789,-0.132260
1140,Low,0.058540,-2.581661,-0.683553,-1.824533,-1.126892
1141,Medium,1.025180,0.310327,-0.355149,-0.308689,-0.853114
1142,Low,0.300726,-0.292000,0.963426,0.791418,-1.033187
1143,Medium,-0.001875,-0.006379,0.370117,1.218882,-0.007508
1144,Low,-0.307102,-0.771749,-2.175755,-1.925803,0.401747
1145,Medium,-0.625987,0.795941,0.595336,0.613397,1.173970
1146,Low,-0.059137,0.019427,-0.766894,-0.812904,-1.364542
1147,High,-1.035233,0.991829,1.018987,1.282842,0.914304
1148,Low,-0.489397,-1.152382,0.128031,-0.683919,-2.117572
1149,Medium,-0.202557,1.059276,0.750113,0.869236,-0.428618
1150,Medium,0.355887,0.349035,0.347297,0.442838,1.446054
1151,Medium,-0.634393,-0.237456,0.326462,0.402330,1.030589
1152,Low,0.018089,-0.710754,-1.878109,-2.191768,0.672703
1153,Low,0.518220,0.040541,0.144897,-0.602370,-1.653561
1154,Low,-0.001875,0.162531,0.530846,-0.002215,-1.765895
1155,Medium,0.279712,0.411203,-0.486114,-0.429146,1.462989
1156,Low,0.703142,-2.394570,-1.626101,-1.495141,-1.550260
1157,Low,1.114489,-1.032738,-1.011956,-0.830493,0.212643
1158,Low,1.189088,0.016495,0.984261,0.741849,-1.042219
1159,Low,0.657962,-0.721311,-0.251965,-0.897118,1.136149
1160,Low,-0.294493,-0.603426,-1.969387,-1.933798,-0.311768
1161,Medium,-1.657770,0.934940,-0.208310,1.052587,0.289414
1162,Medium,-0.063340,0.389503,0.390952,0.207253,0.399489
1163,Medium,0.400016,0.648732,1.364257,1.014211,0.500533
1164,Medium,-1.526959,0.631137,0.960450,1.224745,0.908660
1165,Low,1.035687,-1.383460,-2.222387,-1.756310,-0.492970
1166,Low,0.812940,0.628791,0.072470,-0.036860,-0.988592
1167,Low,-0.331267,-0.676738,-0.208310,-0.115744,-0.945691
1168,High,-1.990315,0.960745,1.129116,1.189034,1.107360
1169,High,-1.338359,1.057516,0.931677,1.448071,1.061636
1170,High,-2.211486,0.569556,1.205512,1.960281,0.632624
1171,Medium,1.117641,0.831717,0.463380,-0.126937,0.963415
1172,Low,-0.009229,0.718525,0.384999,0.823931,-0.617722
1173,High,-2.095385,1.214110,0.990214,1.142663,1.049218
1174,Medium,0.643778,0.495658,0.960450,0.626722,0.845437
1175,Medium,-0.234604,0.989483,0.054611,0.605935,-0.115890
1176,Medium,0.557095,0.444633,0.335391,0.573422,0.556982
1177,Low,-0.082778,-1.069100,-1.246105,-1.509532,0.034264
1178,Low,0.506662,0.415895,-0.003926,0.003648,-0.660059
1179,Low,1.015198,0.790663,-0.822455,-0.407826,-0.897709
1180,Low,-0.238806,0.851658,-0.872062,-0.813970,0.337960
1181,Medium,0.143121,0.836409,1.289845,1.046724,-0.393619
1182,Low,-0.008179,-0.101977,-3.095484,-1.299531,0.310300
1183,Medium,0.506137,0.806498,0.960450,0.474817,1.333721
1184,Medium,0.232430,-0.035117,0.089337,-0.370516,1.260901
1185,Low,0.058540,-1.623335,0.167717,0.146491,-1.671061
1186,Low,0.038052,-0.471466,-1.647928,-1.422653,0.778827
1187,High,-1.725015,0.937872,1.086453,1.158653,1.445490
1188,Medium,0.899097,0.972475,0.513979,0.686950,-0.652720
1189,Low,0.801382,-0.575861,0.332415,0.278141,-1.234145
1190,Medium,0.845511,0.569556,0.694552,0.909743,-0.143550
1191,Low,0.535556,-1.177015,-0.968302,-0.776127,0.909224
1192,Medium,-0.085930,0.173674,0.313564,0.137963,0.006040
1193,Medium,-0.001875,0.431730,0.376070,1.547741,0.744393
1194,High,-3.389841,0.099776,1.401959,1.721498,1.170018
1195,Low,0.277085,0.242294,-0.720263,-1.171078,1.237757
1196,High,-0.724227,1.046373,0.916795,1.287638,0.612302
1197,Medium,0.605953,0.524982,0.814603,0.168344,1.326947
1198,Low,-0.149497,-1.301937,-0.003926,-0.395034,0.052328
1199,Low,1.285752,-0.189364,0.521917,-0.019804,-1.558163
1200,Low,0.869677,-1.409852,-1.509027,-1.790421,-0.262093
1201,Medium,0.375850,-0.104323,0.024847,-0.348664,0.657461
1202,Medium,0.285491,0.733773,0.641968,0.675224,1.780232
1203,High,-1.965624,0.857523,1.194598,1.952819,0.856726
1204,Low,0.648506,0.046406,-0.027738,-0.308689,0.028055
1205,Medium,-1.178653,0.219421,0.347297,-0.616228,1.149697
1206,Low,0.422081,0.573075,-1.286784,-1.544177,-0.059441
1207,Medium,1.115540,0.584218,1.092406,1.135734,-0.623931
1208,Medium,0.866525,0.913240,0.536799,0.802611,-0.133954
1209,Low,0.866525,0.841101,0.147874,-0.178637,1.277836
1210,Low,-0.857140,-1.847961,0.149858,0.105450,-1.510181
1211,Low,0.851815,-0.566478,-1.891999,-1.102855,-0.347331
1212,Low,0.748847,-1.269094,-1.600305,-1.030367,-0.174033
1213,Medium,0.589667,-0.027492,1.333500,1.061648,-1.026977
1214,Low,0.059591,-1.696059,-1.450489,-1.857046,-1.070443
1215,Medium,0.224550,0.166636,0.835438,1.044059,0.282075
1216,Medium,0.979475,0.523223,1.121179,1.096825,-1.129715
1217,Medium,-0.673794,0.628791,1.224363,1.117612,0.598754
1218,Medium,0.850239,0.954294,0.641968,0.683752,0.272479
1219,Medium,0.550266,1.066900,1.142014,0.943855,-0.080327
1220,Low,-0.286088,-0.881423,-1.465372,-1.617197,-0.943433
1221,Medium,0.528726,1.175401,1.107289,0.980632,-0.072989
1222,Low,0.284440,-1.030979,-0.588306,-1.087931,1.111312
1223,Medium,0.933244,0.831131,1.194598,1.046191,-0.063393
1224,Low,-0.237756,-0.880250,0.109180,-0.740417,-2.114750
1225,Low,0.388459,0.223526,-1.746152,0.064942,0.406828
1226,Medium,-0.425830,0.421174,0.200458,0.437508,0.746651
1227,Medium,0.975797,0.868080,0.675701,0.795682,0.545692
1228,Low,0.841834,0.734946,-0.085283,0.066008,-1.383171
1229,Medium,0.906977,0.794182,0.563587,0.629387,0.056844
1230,Low,1.235319,-0.859723,-0.003926,-0.395567,0.195144
1231,Low,0.737289,-0.503137,0.419725,0.234969,-1.065927
1232,Low,0.355362,0.183058,0.258995,-0.193028,-0.368782
1233,Low,-1.925172,0.462228,-0.142828,-0.925900,0.553595
1234,Medium,0.366394,0.827612,0.858258,0.924134,-0.412812
1235,Low,0.738340,-0.082036,-0.694467,-1.457298,0.507307
1236,Low,1.026231,-0.050365,-0.520839,-0.382775,-1.290594
1237,Low,0.370072,-0.476744,-0.972270,-1.498339,0.114422
1238,Low,0.554469,-0.819842,-0.223192,-0.881128,1.024380
1239,Low,0.667418,0.505628,-1.209395,0.127836,0.538918
1240,Medium,1.174904,0.824679,0.244113,0.787687,-0.844647
1241,Low,0.572856,-3.678399,-1.381038,-0.941357,-1.156810
1242,Medium,-0.001875,1.000040,-0.238075,0.072404,-0.894887
1243,High,-2.153698,1.262788,1.136061,1.756676,0.961722
1244,Low,0.441519,-1.607499,-1.195505,-1.138566,0.028619
1245,Low,0.487749,-2.165252,-0.738121,-0.800645,-0.427489
1246,Low,0.537657,-1.413957,-1.246105,-0.759605,-0.938352
1247,Low,0.604902,-0.979367,-8.288428,-1.230241,-0.669091
1248,Low,0.666893,-0.944178,0.456434,0.033496,-0.965448
1249,Low,0.631695,-1.036257,-0.251965,0.135831,-1.313174
1250,Low,-0.174714,-2.052060,0.354242,0.189131,-0.581030
1251,Medium,0.412099,0.498004,1.270995,1.119211,-0.275076
1252,Low,-0.540881,-0.306075,-0.416663,-0.842219,-0.117584
1253,Medium,1.048295,0.384811,0.573509,0.284004,-1.060282
1254,Low,0.931668,0.680403,-0.979215,0.054283,1.038492
1255,Medium,0.166237,-0.259156,0.297689,-0.146125,1.378880
1256,Low,-3.216476,-1.632132,-0.518855,-1.534583,1.081958
1257,Low,0.614358,-0.480850,0.102235,-0.233003,-0.846905
1258,Low,0.427860,-0.636270,-0.661725,0.136897,-0.317978
1259,Low,-0.001875,-1.449147,-0.954411,-1.919407,0.910353
1260,Medium,0.375325,-0.117812,-0.047581,-0.221277,1.832730
1261,Low,-0.355433,-0.822774,0.759042,-0.639680,-0.870614
1262,Low,0.678451,-0.456804,-1.041721,0.184334,-0.510469
1263,Low,0.419454,0.180126,0.521917,0.504132,-1.020768
1264,High,-2.222519,0.580699,1.209481,1.952819,0.943093
1265,Medium,0.531353,0.112093,0.047666,-0.332674,0.821164
1266,Low,-0.282410,-0.627473,0.440560,0.318649,-1.536147
1267,High,-3.098273,1.149595,1.150944,1.224745,0.616818
1268,Low,0.026494,-1.612191,-0.217239,-0.133333,-1.689124
1269,Low,0.878083,1.004732,0.230223,0.612864,-0.716508
1270,Low,0.163085,-0.823947,-1.597328,-0.239399,0.078859
1271,Low,-3.474947,-0.509588,-0.837337,-1.709406,0.721249
1272,Medium,0.699464,0.648732,0.829485,0.918271,1.692172
1273,Low,0.062218,-1.304283,-1.480254,-1.346968,0.162403
1274,Low,-0.100115,-0.558853,-1.658842,-1.658771,-1.598806
1275,Medium,0.363242,0.772482,0.332415,0.105983,1.613143
1276,Medium,0.318062,0.797114,-0.355149,0.521721,-0.290882
1277,High,-2.636493,0.928488,1.142014,1.216217,1.047524
1278,Medium,0.303352,0.515599,0.253042,0.408193,0.640527
1279,Medium,-0.982698,0.746676,1.005097,1.283907,0.656897
